NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
SANTO ANDRÉ,DR. MARCOS PINCHIARI,MDB,3149,0.00873535669604343
SANTO ANDRÉ,DENIS GAMBA,SOLIDARIEDADE,3135,0.008696520559573246
FRANCA,WALKER BOMBEIRO DA LIBRAS,PL,5139,0.03346640009898604
FRANCA,DONIZETE DA FARMÁCIA,MDB,4908,0.0319620727156691
FRANCA,DANIEL BASSI,PSD,4334,0.028224047096517907
FRANCA,FRANSERGIO GARCIA,PL,4264,0.02776819031369459
FRANCA,CLAUDINEI DA ROCHA,MDB,3393,0.02209602948742161
FRANCA,LINDSAY CARDOSO,PP,3132,0.0203963349114661
FRANCA,CARLINHO PETRÓPOLIS FARMACIA,PL,2966,0.019315303112199377
FRANCA,MARCELO TIDY,MDB,2947,0.01919157055686162
FRANCA,ANDRÉA SILVA,REPUBLICANOS,2582,0.016814603046425756
FRANCA,GILSON PELIZARO,PT,2560,0.016671333771824143
FRANCA,MARCO GARCIA,PP,2380,0.015499130615992758
FRANCA,LEANDRO O PATRIOTA,PL,2348,0.015290738943844957
FRANCA,ZEZINHO CABELEIREIRO,PSD,2333,0.015193055347525675
FRANCA,KAKA,REPUBLICANOS,2242,0.014600441529855363
FRANCA,RONALDO CARVALHO,PP,2191,0.014268317302369804
MAIRIPORÃ,VALDECI AMÉRICA,REPUBLICANOS,2780,0.061999598563750306
MAIRIPORÃ,DU,PSD,2344,0.05227592051562256
MAIRIPORÃ,NIL DANTAS,PSD,1608,0.035861638305939025
MAIRIPORÃ,GLEIDSON AIACYDA,PSB,1347,0.03004081268538549
MAIRIPORÃ,LEILA RAVAZIO,PSD,1219,0.027186154909788353
MAIRIPORÃ,RICARDO BARBOSA,PODE,1063,0.023707040745779343
MAIRIPORÃ,NETO BARZIL,PSD,1049,0.023394812551573406
MAIRIPORÃ,SARGENTO RUBÃO,PL,900,0.020071812484667367
MAIRIPORÃ,MARCO ANTONIO,PSB,885,0.019737282276589576
MAIRIPORÃ,JESSÉ,PODE,884,0.019714980262717723
MAIRIPORÃ,GUSTAVO BRILHA,PODE,876,0.019536564151742902
MAIRIPORÃ,BOAVA,MDB,829,0.01848836949976583
MAIRIPORÃ,BRUNO BUENO,PODE,736,0.016414282209683533
CÂNDIDO MOTA,MARIA ELAINE DA SAUDE,PSD,1092,0.06689127105666157
CÂNDIDO MOTA,MARCELA ABRUCE,PP,805,0.04931087289433384
CÂNDIDO MOTA,PROFESSORA ELAINE GUEDES,UNIÃO,793,0.048575803981623276
CÂNDIDO MOTA,LU ZANCHETTA,PL,710,0.04349157733537519
CÂNDIDO MOTA,CARLOS GORDO,SOLIDARIEDADE,686,0.04202143950995406
CÂNDIDO MOTA,DAVID LEITEIRO,PL,680,0.041653905053598776
CÂNDIDO MOTA,CHURRAO,PP,623,0.03816232771822358
CÂNDIDO MOTA,MARIO CESAR POETA,REPUBLICANOS,579,0.03546707503828484
CÂNDIDO MOTA,ZAMBITO PROTETOR,MDB,474,0.02903522205206738
CÂNDIDO MOTA,PINGUINHA,REPUBLICANOS,443,0.027136294027565084
CÂNDIDO MOTA,VINICIUS NASCIMENTO,UNIÃO,436,0.02670750382848392
SUZANO,LEANDRINHO,PL,8138,0.050767627995184
SUZANO,DENIS FILHO PEDRINHO  MERCADO,PSD,5244,0.032713865962981675
SUZANO,MAIZENA,PRD,4837,0.030174860729012657
SUZANO,BAIANO DA SAÚDE,PL,4363,0.02721788657446397
SUZANO,ARTUR TAKAYAMA,PL,3773,0.023537264736523622
SUZANO,ROGERIO CASTILHO,PSB,3311,0.020655150687153383
SUZANO,MARCIO MALT,PL,2923,0.018234673953050236
SUZANO,MAX DO FUTEBOL,PL,2709,0.016899668744034587
SUZANO,ANDRÉ CHIANG,PL,2635,0.01643803142876749
SUZANO,PROF EDIRLEI,PL,2629,0.016400601376178266
SUZANO,MARCEL DA ONG,PRD,2459,0.01534008321948359
SUZANO,ADILSON HORSE,UNIÃO,2337,0.014579005483502704
SUZANO,PACOLA,PSD,2329,0.014529098746717073
SUZANO,JAIME SIUNTE,AVANTE,2302,0.014360663510065565
SUZANO,JOSIAS MINEIRO,PC do B,2173,0.013555917379397252
SUZANO,DIRCEU FILHO CARLÃO DA LIMPEZA,REPUBLICANOS,2132,0.013300145353370887
SUZANO,JOÃO SABUGO,PRD,2112,0.013175378511406809
SUZANO,PROF TONINHO MORGADO,PSD,1971,0.012295772275560047
SUZANO,LIGEIRINHO NUNES,PL,1970,0.012289533933461843
SÃO PAULO,LUCAS PAVANATO,PL,161386,0.027839922772876044
SÃO PAULO,ANA CAROLINA OLIVEIRA,PODE,129563,0.022350290076104114
SÃO PAULO,DR. MURILLO LIMA,PP,113820,0.019634540852420602
SÃO PAULO,SARGENTO NANTES,PP,112484,0.01940407391709435
SÃO PAULO,AMANDA PASCHOAL,PSOL,108654,0.018743379035133616
SÃO PAULO,RUBINHO NUNES,UNIÃO,101549,0.017517729652279563
SÃO PAULO,LUNA ZARATTINI,PT,100921,0.017409396392260933
SÃO PAULO,LUANA ALVES,PSOL,83262,0.01436312722240594
SÃO PAULO,DRA SANDRA TADEU,PL,74511,0.012853534294980772
SÃO PAULO,PASTORA SANDRA ALVES,UNIÃO,74192,0.012798505139015896
SÃO PAULO,SILVÃO LEITE,UNIÃO,63988,0.011038262168904318
SÃO PAULO,ISAC FÉLIX,PL,62275,0.010742760776528668
SÃO PAULO,ZOE MARTINEZ,PL,60272,0.010397232878730404
SÃO PAULO,RODRIGO GOULART,PSD,58715,0.010128642296168297
SÃO PAULO,DANILO DO POSTO DE SAÚDE,PODE,58676,0.010121914593714912
SÃO PAULO,GABRIEL ABREU,PODE,58581,0.010105526600559227
SÃO PAULO,EDIR SALES,PSD,58190,0.010038077070834255
SÃO PAULO,ALESSANDRO GUEDES,PT,58183,0.010036869534496467
SÃO PAULO,CELSO GIANNAZI,PSOL,57789,0.009968902489198156
SÃO PAULO,CRIS MONTEIRO,NOVO,56904,0.009816235395063625
SÃO PAULO,SILVINHO,UNIÃO,53453,0.009220919980534514
SÃO PAULO,THAMMY MIRANDA,PSD,50234,0.008665625770343494
SÃO PAULO,NABIL BONDUKI,PT,49540,0.008545907167711444
SÃO PAULO,JANAINA PASCHOAL,PP,48893,0.00843429630906168
SÃO PAULO,FABIO RIVA,MDB,44627,0.007698389163775911
SÃO PAULO,MAJOR PALUMBO,PP,43455,0.007496213079792103
SÃO PAULO,RUTE COSTA,PL,43090,0.007433248685036055
SÃO PAULO,SIDNEY CRUZ,MDB,42988,0.0074156531555425835
SÃO PAULO,GEORGE HATO,MDB,42837,0.007389604871684601
SÃO PAULO,SANSÃO PEREIRA,REPUBLICANOS,42229,0.0072847217154882234
SÃO PAULO,ANDRÉ SANTOS,REPUBLICANOS,41379,0.00713809230304263
SÃO PAULO,HÉLIO RODRIGUES,PT,40753,0.007030104053406227
SÃO PAULO,AMANDA VETTORAZZO,UNIÃO,40144,0.0069250483920187365
SÃO PAULO,MARCELO MESSIAS,MDB,40079,0.006913835554596427
SÃO PAULO,MARINA BRAGANTE,REDE,39147,0.006753060716479611
SÃO PAULO,TRIPOLI,PV,39039,0.006734430155839464
SÃO PAULO,SIMONE GANEM,PODE,38540,0.0066483500654743455
SÃO PAULO,SANDRA SANTANA,MDB,38326,0.006611433954576278
SÃO PAULO,CARLOS BEZERRA JR,PSD,37571,0.006481192535286368
SÃO PAULO,JOÃO JORGE,MDB,36296,0.006261248416617977
SÃO PAULO,ELY TERUEL,MDB,35622,0.006144979917808177
SÃO PAULO,PAULO FRANGE,MDB,35338,0.006095988443532237
SÃO PAULO,PROFESSOR TONINHO VESPOLI,PSOL,34735,0.005991967813291421
SÃO PAULO,SILVIA DA BANCADA FEMINISTA,PSOL,34537,0.005957811785451153
SÃO PAULO,SONAIRA FERNANDES,PL,33957,0.005857758774605925
SÃO PAULO,DR. MILTON FERREIRA,PODE,33493,0.005777716365929742
SÃO PAULO,JOÃO ANANIAS,PT,33225,0.005731484974711602
SÃO PAULO,KENJI PALUMBO,PODE,32495,0.005605556185199503
SÃO PAULO,RICARDO TEIXEIRA,UNIÃO,31566,0.005445298862656024
SÃO PAULO,JAIR TATTO,PT,30905,0.005331272931330686
SÃO PAULO,ELISEU GABRIEL,PSB,30706,0.0052969443982993055
SÃO PAULO,ANDRÉ SOUZA,REPUBLICANOS,30656,0.005288319138743683
SÃO PAULO,DHEISON,PT,30575,0.005274346218263573
SÃO PAULO,SENIVAL MOURA,PT,30480,0.005257958225107889
SÃO PAULO,NUNES PEIXEIRO,MDB,30385,0.005241570231952205
OSASCO,ELÂNIA SILVA,PSD,6391,0.016782559373129
OSASCO,RALFI SILVA,REPUBLICANOS,6347,0.016667016795689212
OSASCO,PAULO JUNIOR,PRD,5899,0.015490583279938658
OSASCO,BATISTA COMUNIDADE,AVANTE,5819,0.015280505866411772
OSASCO,CARMONIO BASTOS,PODE,5631,0.014786823944623594
OSASCO,LUCIA DA SAUDE,PODE,5378,0.01412245412434482
OSASCO,STEPHANE ROSSI,PL,5291,0.013893994937134333
OSASCO,MICHEL FIGUEREDO,PSDB,5050,0.013261136728884595
OSASCO,GUILHERME PRADO,PRD,4944,0.012982784155961472
OSASCO,LAÉRCIO MENDONÇA,PDT,4837,0.012701805615369264
OSASCO,ALEXANDRE CAPRIOTTI,PL,4633,0.012166108210875708
OSASCO,FABIO CHIRINHAN,PRD,4477,0.011756457254498283
OSASCO,DELBIO TERUEL,UNIÃO,4447,0.0116776782244257
OSASCO,RODRIGO GANSINHO,PL,4383,0.011509616293604193
OSASCO,HEBER DO JUNTOZ,PT,4214,0.01106582775752865
OSASCO,SERGIO FONTELLAS,REPUBLICANOS,4208,0.011050071951514133
OSASCO,JOSIAS DA JUCO,PSD,3969,0.010422465678602565
OSASCO,EMERSON OSASCO,PC do B,3952,0.010377824228228102
OSASCO,ELSA OLIVEIRA,PODE,3876,0.010178250685377562
OSASCO,GABRIEL SAÚDE,AGIR,3871,0.010165120847032132
OSASCO,CANTOR GOLEIRO,UNIÃO,3772,0.009905150047792612
RIBEIRÃO PRETO,DANILO SCOCHI,MDB,12296,0.044390853231477935
RIBEIRÃO PRETO,ISAAC ANTUNES,PL,9896,0.03572640562611464
RIBEIRÃO PRETO,DUDA HIDALGO,PT,8651,0.031231723430832435
RIBEIRÃO PRETO,IGOR OLIVEIRA,MDB,7508,0.027105280258778168
RIBEIRÃO PRETO,BIGODINI,MDB,5077,0.0183289168718456
RIBEIRÃO PRETO,PAULO MODAS,PSD,5051,0.018235052022787496
RIBEIRÃO PRETO,DELEGADO MARTINEZ,MDB,5002,0.018058152884177996
RIBEIRÃO PRETO,BRANDO VEIGA,REPUBLICANOS,4720,0.01704008029054781
RIBEIRÃO PRETO,ANDRÉ RODINI,NOVO,4207,0.015188054614901405
RIBEIRÃO PRETO,JEAN CORAUCI,PSD,4080,0.014729560929117598
RIBEIRÃO PRETO,DIÁCONO RAMOS,UNIÃO,4010,0.014476847873961168
RIBEIRÃO PRETO,LINCOLN FERNANDES,PL,3856,0.013920879152617024
RIBEIRÃO PRETO,RANGEL SCANDIUZZI,PSD,3546,0.012801721336924265
RIBEIRÃO PRETO,MARCOS PAPA,PODE,3518,0.012700636114861694
RIBEIRÃO PRETO,GASPARINI,UNIÃO,3380,0.012202430377553305
RIBEIRÃO PRETO,FRANCO FERRO,PP,3369,0.012162718326028723
RIBEIRÃO PRETO,PERLA MÜLLER,PT,3266,0.011790869116298548
RIBEIRÃO PRETO,JUNIN DÊDÊ,PL,3248,0.011725885759258323
RIBEIRÃO PRETO,MATHEUS MORENO,MDB,3148,0.011364867109034853
RIBEIRÃO PRETO,ANNIE HSIOU,PSOL,3041,0.010978577153295739
RIBEIRÃO PRETO,DANIEL GOBBI,PP,3026,0.010924424355762219
RIBEIRÃO PRETO,MAURICIO VILA ABRANCHES,PSDB,2851,0.010292641717871144
SÃO CARLOS,DJALMA NERY,PSOL,4754,0.038118911117347554
SÃO CARLOS,BRUNO ZANCHETA,REPUBLICANOS,4037,0.0323698031511847
SÃO CARLOS,RAQUEL AUXILIADORA,PT,3058,0.02451990538427615
SÃO CARLOS,LUCAO,PP,2975,0.023854388004650603
SÃO CARLOS,JÚLIO CESAR,PL,2721,0.021817744457362787
SÃO CARLOS,DE ALVIM,SOLIDARIEDADE,2477,0.019861283726897327
SÃO CARLOS,CIDINHA DO ONCOLOGICO,PP,2477,0.019861283726897327
SÃO CARLOS,BIRA,PODE,2457,0.019700918093252615
SÃO CARLOS,PARANA FILHO,PP,2387,0.01913963837549613
SÃO CARLOS,LARISSA CAMARGO,PC do B,2361,0.01893116305175801
SÃO CARLOS,MARQUINHO AMARAL,PODE,2251,0.018049152066712103
SÃO CARLOS,LINEU NAVARRO,PT,2212,0.017736439081104918
SÃO CARLOS,MALABIM,PRD,2132,0.01709497654652608
SÃO CARLOS,ELTON CARVALHO,REPUBLICANOS,2100,0.016838391532694542
SÃO CARLOS,EDSON FERRAZ,MDB,2002,0.016052599927835465
SÃO CARLOS,LEANDRO GUERREIRO,PL,1935,0.015515375055125687
SÃO CARLOS,SERGIO ROCHA,PRD,1919,0.015387082548209918
SÃO CARLOS,ANDRE REBELLO,PSDB,1726,0.013839554183538468
SÃO CARLOS,PROFESSOR VALTER,PT,1666,0.013358457282604338
SÃO CARLOS,GUSTAVO POZZI,PP,1635,0.013109890550455038
SÃO CARLOS,RODSON,PSDB,1591,0.012757086156436675
ITU,MOACIR INVESTIGADOR,PODE,2881,0.03480982069498816
ITU,EDUARDO ORTIZ,MDB,2855,0.03449567444782756
ITU,NETO BELUCI,REPUBLICANOS,2726,0.032937025759992265
ITU,JOSÉ GALVÃO,PL,2337,0.028236914600550965
ITU,ENGENHEIRO EDUARDO ALVES,PSB,1381,0.01668599874341501
ITU,PATRICIA DA ASPA,PSD,1319,0.015936880769416656
ITU,LUISINHO SILVEIRA EMPREGA ITU,PDT,1307,0.01579189019380407
ITU,GIVA,PSD,1244,0.015030689671837997
ITU,MICHELLE DUARTE,PSOL,1231,0.014873616548257697
ITU,ANA D' ELBOUX,REPUBLICANOS,1202,0.014523222657193949
ITU,ELAINE DO POSTO,PMB,1186,0.014329901889710502
ITU,DONIZETTI ANDRÉ,PP,1156,0.01396742545067904
ITU,DR ANDRE TABARASSI,MDB,1110,0.01341162824416413
COTIA,RAFAEL DANTAS,REPUBLICANOS,4798,0.034783239089459184
COTIA,JOHNY SANTOS,PL,3865,0.028019428737132087
COTIA,SERGINHO LUIZ,PSB,3418,0.024778889372190808
COTIA,MARCELINHO LENHA,PDT,3401,0.02465564738292011
COTIA,SANDRINHO SANTOS,SOLIDARIEDADE,3231,0.023423227490213135
COTIA,PEKA SANTOS,PDT,3155,0.02287226330288531
COTIA,DR CASTOR ANDRADE,PDT,3112,0.022560533565318255
COTIA,DR. TIAGO FONTANA,SOLIDARIEDADE,2960,0.021458605190662606
COTIA,EDUARDO NASCIMENTO,PSB,2902,0.02103813252138611
COTIA,ALEXANDRE FROTA,PDT,2893,0.020972886762360445
COTIA,FELIPE VARIEDADE,PP,2807,0.02034942728722633
COTIA,ALMIR RODRIGUES,PL,2671,0.019363491373060752
COTIA,DR SILVIO CABRAL,PSD,2618,0.0189792663476874
COTIA,MARCINHO PRATES,MOBILIZA,2581,0.01871103378280412
COTIA,PROF OSMAR,REPUBLICANOS,2497,0.01810207336523126
COTIA,MARCOS NENA,PDT,2485,0.018015079019863708
COTIA,CELSO ITIKI,PSD,2379,0.01724662896911701
PRADÓPOLIS,JOAOZINHO DA PAPELARIA,PODE,831,0.07625952096907405
PRADÓPOLIS,MATHEUS CAMPOS,PSD,761,0.06983573460585482
PRADÓPOLIS,PROFESSOR EDSON,PODE,588,0.05395980545104157
PRADÓPOLIS,NAL MARQUES,REPUBLICANOS,531,0.048729007983848764
PRADÓPOLIS,FABÃO,REPUBLICANOS,494,0.045333578049004314
PRADÓPOLIS,ZILDA ORNELLAS,PSD,445,0.04083692759475085
PRADÓPOLIS,NEY SOUZA,PT,389,0.035697898504175464
PRADÓPOLIS,GONCALA,MDB,381,0.03496375149123612
PRADÓPOLIS,PULO DA AMBULÂNCIA,PSD,334,0.03065063779021749
MAUÁ,ALESSANDRO MARTINS,UNIÃO,5935,0.027660873496362374
MAUÁ,LEONARDO ALVES,PSDB,5103,0.02378322450748731
MAUÁ,RANGEL SOUZA,PT,3905,0.018199782814371537
MAUÁ,RENAN PESSOA,MDB,3867,0.018022678653821955
MAUÁ,CHIQUINHO DO ZAIRA,MDB,3785,0.01764050651789917
MAUÁ,DANILO DO TECO,PODE,3703,0.017258334381976388
MAUÁ,NEYCAR,SOLIDARIEDADE,3593,0.01674566444354339
MAUÁ,JOTÃO,PDT,3529,0.01644738375209146
MAUÁ,MADEIRA,PDT,3362,0.015669057572834086
MAUÁ,WELLINGTON DA SAÚDE,PSB,3271,0.015244939714675877
MAUÁ,PASTOR VALDECI SANTOS,REPUBLICANOS,3266,0.015221636535656195
MAUÁ,RICARDINHO DA ENFERMAGEM,PSB,3244,0.015119102547969594
MAUÁ,VAGUINHO DO ZAIRA,PV,3222,0.015016568560282995
MAUÁ,RUBINELLI,REDE,3117,0.014527201800869674
MAUÁ,SAMUEL ENFERMEIRO,PSB,3102,0.01445729226381063
MAUÁ,DOUTOR TIOKI,PRD,2894,0.013487880016591864
MAUÁ,ZÉ LUIZ CASSIMIRO,PT,2890,0.013469237473376118
MAUÁ,ZEINHA SILVA,PRD,2732,0.012732857016354172
MAUÁ,JUNINHO GETÚLIO,PT,2642,0.012313399793999898
MAUÁ,ENG FELIPE DO MSTU,PRD,2639,0.012299417886588088
MAUÁ,DENIS CAPORAL,PODE,2519,0.011740141590115723
MAUÁ,MARCIO BERTUCCI,PODE,2442,0.011381272633212623
MAUÁ,TCHACABUM,PSD,2409,0.011227471651682723
SETE BARRAS,AGUINALDO PALITO,PL,657,0.08627708470124754
SETE BARRAS,RENAN FUDALLI,MDB,366,0.04806303348653972
SETE BARRAS,LUCAS AMARAL,PL,316,0.04149704530531845
SETE BARRAS,WALTINHO DO JUDO,PP,315,0.04136572554169402
SETE BARRAS,FELIPE GONÇALVES,PL,272,0.03571897570584373
SETE BARRAS,CLAUDIO GARRAFÃO,PT,271,0.035587655942219305
SETE BARRAS,ANDREW KIKA,PL,228,0.029940906106369007
SETE BARRAS,ROBSON LEITE,PP,198,0.026001313197636246
SETE BARRAS,VECO RAMOS,MDB,174,0.022849638870650033
GUARULHOS,DELEGADO GUSTAVO MESQUITA,REPUBLICANOS,18841,0.028776527908237683
GUARULHOS,TICIANO,PSD,15476,0.023637043994898698
GUARULHOS,LUIS DA SEDE,PSD,11142,0.017017571994776513
GUARULHOS,LAURI ROCHA,PSD,10770,0.016449403193658504
GUARULHOS,KARINA SOLTUR,PSD,9780,0.014937341061650898
GUARULHOS,JANETE PIETA,REDE,9710,0.014830427577569551
GUARULHOS,GELEIA PROTETOR,PSD,9481,0.014480667751074863
GUARULHOS,ANDRE ALVES,CIDADANIA,9329,0.014248512757069655
GUARULHOS,FERNANDA CURTI,PT,9236,0.014106470556790152
GUARULHOS,RAFAEL ACOSTA,PSB,8619,0.01316410456138743
GUARULHOS,JUNIOR CAICARA,NOVO,8393,0.012818926741353372
GUARULHOS,SANTIAGO,PL,8071,0.01232712471457918
GUARULHOS,ROMILDO SANTOS,PSD,8026,0.012258394617669744
GUARULHOS,PROF RÔMULO,PT,7740,0.011821576668423102
GUARULHOS,MARCELO SEMINALDO,PT,7631,0.011655097100353578
GUARULHOS,GILVAN PASSOS,REPUBLICANOS,7163,0.010940304092495436
GUARULHOS,CARLINDA TINOCO,REPUBLICANOS,7161,0.010937249421521685
GUARULHOS,MARTELLO,REPUBLICANOS,7010,0.010706621763003353
GUARULHOS,LAMÉ,PC do B,6958,0.010627200317685782
GUARULHOS,DANILO GOMES,REPUBLICANOS,6361,0.009715381032020588
GUARULHOS,PR ANISTALDO,MOBILIZA,6243,0.009535155444569177
GUARULHOS,SERGIO MAGNUM DA FARMACIA,REPUBLICANOS,6134,0.009368675876499652
GUARULHOS,JAYME AMORIM JR,REPUBLICANOS,6130,0.009362566534552147
GUARULHOS,SANDRA GILENO,PSDB,6071,0.009272453740826442
GUARULHOS,WESLEY CASAFORTE,PSB,6029,0.009208305650377634
GUARULHOS,JOAO DARCIO,REPUBLICANOS,5585,0.008530168694204525
GUARULHOS,WELLITON BEZERRA,PRTB,5493,0.008389653829411899
GUARULHOS,JORGINHO MOTA,AGIR,5449,0.00832245106798934
GUARULHOS,CARLOS VELOSO,NOVO,5395,0.008239974951698014
GUARULHOS,BIRIBA,DC,5094,0.007780246970148228
GUARULHOS,PR ADALBERTO,MOBILIZA,4984,0.007612240066591827
GUARULHOS,ALEMAO DO TRANSPORTE,DC,4799,0.0073296830015196985
GUARULHOS,EDMILSON,PSOL,4698,0.0071754221173451855
GUARULHOS,MAURÍCIO BRINQUINHO,PT,4642,0.007089891330080109
BARUERI,ORNEDO,REPUBLICANOS,6402,0.031024957596316936
BARUERI,RODRIGO RODRIGUES,PODE,4448,0.021555609401502304
BARUERI,WILSON ZUFFA,REPUBLICANOS,4349,0.021075842015992247
BARUERI,HELIO JUNIOR,PL,4246,0.0205766900896535
BARUERI,LEVI JANIO,PSB,4209,0.020397383086988127
BARUERI,KEU OLIVEIRA,PV,3901,0.018904773443179066
BARUERI,CRIS DA MATERNAL,PSDB,3735,0.018100314998788468
BARUERI,ALLAN MIRANDA,UNIÃO,3594,0.017417009934577173
BARUERI,KASCATA,SOLIDARIEDADE,3524,0.017077780470075115
BARUERI,ZÉ BAIANO,UNIÃO,3459,0.016762781681608916
BARUERI,CLAYTON SILVA DA SAÚDE,UNIÃO,3291,0.015948630966803976
BARUERI,THIAGO RODRIGUES,PSB,3266,0.01582747758662467
BARUERI,SILVIO MACEDO,PSDB,3116,0.015100557305548825
BARUERI,LEVI GOBERT,PODE,3027,0.014669251272110492
BARUERI,RAFA CARVALHO GENTE DA GENTE,REPUBLICANOS,3023,0.014649866731281803
BARUERI,TONINHO FURLAN,SOLIDARIEDADE,3011,0.014591713108795736
BARUERI,WILDEN,PP,2836,0.013743639447540586
BARUERI,MARY RODRIGUES,PSDB,2820,0.01366610128422583
BARUERI,LEANDRINHO DANTAS,PSD,2780,0.013472255875938938
BARUERI,EDMILSON DIMI,PL,2615,0.012672643566755513
BARUERI,RANDAL,REPUBLICANOS,2607,0.012633874485098135
CUBATÃO,TOPETE,PSD,4336,0.061513143894792094
CUBATÃO,GUILHERME AMARAL,PSD,2273,0.03224616606846458
CUBATÃO,RONY DO BAR,PSD,2201,0.031224730099731875
CUBATÃO,RONALDO DA COMISSÃO,PSD,2050,0.029082551887528552
CUBATÃO,TINHO,PSD,1972,0.02797599625473478
CUBATÃO,CLEBER DO CAVACO,PSD,1857,0.026344536026897816
CUBATÃO,XUXA,PSDB,1640,0.02326604151002284
CUBATÃO,JAIR DO BAR,PSDB,1635,0.023195108456638625
CUBATÃO,ALLAN MATIAS,PSD,1593,0.02259927080821121
CUBATÃO,EDSON MOTA,UNIÃO,1552,0.02201761977046064
CUBATÃO,JAQUE BARBOSA,PSD,1492,0.021166423129850048
CUBATÃO,GABRIEL FELIPE,PL,1261,0.01788931606349927
CUBATÃO,ALESSANDRO OLIVEIRA,REPUBLICANOS,1234,0.017506277575224504
CUBATÃO,GUILHERME DO SALÃO,PSB,1188,0.016853693484089716
CUBATÃO,AFONSINHO,PSD,1135,0.016101803118217028
SÃO CAETANO DO SUL,BRUNA MULHERES POR DIREITOS,PSOL,5848,0.05485053978258626
SÃO CAETANO DO SUL,PIO MIELO,PSD,3101,0.02908541789770862
SÃO CAETANO DO SUL,GILBERTO COSTA,PP,2900,0.027200165076863916
